City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,holualoa,19.6228,-155.9522,25.48,78,0,1.54,US,1690476633
365,arkalyk,50.2486,66.9114,23.93,41,32,3.43,KZ,1690477325
366,kuala belait,4.5833,114.1833,27.09,88,86,2.86,BN,1690477326
367,ixtapa,20.7,-105.2,31.79,70,92,1.34,MX,1690476745
368,nelson bay,-32.7167,152.15,11.67,97,0,1.79,AU,1690477326
369,roxas city,11.5853,122.7511,23.97,85,100,2.83,PH,1690477326
370,sydney mines,46.2367,-60.2177,29.19,72,100,6.69,CA,1690477326
371,cannonvale,-20.2833,148.7,19.66,87,89,6.21,AU,1690477327
372,madang,-5.2246,145.7966,24.96,89,88,1.42,PG,1690476754
373,barclayville,4.6797,-8.2339,25.64,85,93,3.82,LR,1690477327
374,otradnyy,53.376,51.3452,25.5,57,82,2.59,RU,1690477329
375,barabai,-2.5833,115.3833,22.05,89,27,0.91,ID,1690477329
376,ta`u,-14.2336,-169.5144,25.94,68,91,6.12,AS,1690477330
377,san cipirello,37.9622,13.1761,24.94,53,0,3.69,IT,1690477330
378,keren,15.7778,38.4581,25.54,55,76,3.23,ER,1690477331
379,salinopolis,-0.6136,-47.3561,28.9,71,17,5.63,BR,1690477331
380,mil'kovo,55.6078,37.7956,23.73,84,97,3.74,RU,1690477331
381,bhadrakh,21.0528,86.52,27.95,85,16,4.23,IN,1690477331
382,tshabong,-26.05,22.45,16.88,48,0,0.46,BW,1690477332
383,yelovo,57.0538,54.9207,21.01,87,77,3.44,RU,1690477332
384,mo i rana,66.3128,14.1428,21.26,72,40,6.26,NO,1690477333
385,ad dabbah,18.05,30.95,36.83,28,24,7.5,SD,1690477333
386,mount gambier,-37.8333,140.7667,11.34,97,88,4.76,AU,1690477322
387,contai,21.7786,87.7536,28.34,84,13,6.27,IN,1690477333
388,kolwezi,-10.7148,25.4667,19.26,32,93,2.32,CD,1690477334
389,conduaga,8.862,117.4893,26.66,85,100,3.63,PH,1690477334
390,makar'yev,57.8797,43.8069,19.98,75,85,2.32,RU,1690477334
391,lib,8.3122,167.3766,28.49,75,97,5.15,MH,1690477335
392,kununurra,-15.7667,128.7333,13.99,88,75,0.51,AU,1690477287
393,sao joao da barra,-21.6403,-41.0511,27.05,71,4,7.8,BR,1690477302
394,great falls,47.5002,-111.3008,20.37,43,0,0.0,US,1690477335
395,ponta delgada,37.7333,-25.6667,23.4,94,75,7.2,PT,1690477335
396,shagonar,51.5333,92.8,18.78,77,100,0.81,RU,1690477336
397,kulhudhuffushi,6.6221,73.07,28.45,74,61,2.87,MV,1690477336
398,silifke,36.3778,33.9344,29.77,56,0,3.43,TR,1690477337
399,concordia,-31.393,-58.0209,14.88,61,100,4.47,AR,1690477203
400,peshawar,34.008,71.5785,31.08,70,75,2.06,PK,1690477337
401,bayanhongor,46.7167,100.1167,12.88,51,74,2.73,MN,1690477337
402,makurazaki,31.2667,130.3167,26.02,87,100,3.8,JP,1690477337
403,baikonur,45.6167,63.3167,30.77,22,0,6.11,KZ,1690477338
404,richards bay,-28.783,32.0377,19.15,80,0,0.56,ZA,1690477338
405,nyanza,-2.3519,29.7509,17.42,41,62,0.9,RW,1690477338
406,rockingham,42.9668,-71.0995,30.45,76,100,7.0,US,1690477338
407,porto novo,6.4965,2.6036,26.9,76,100,4.81,BJ,1690477234
408,falmouth,50.1544,-5.0711,18.5,94,75,4.12,GB,1690477339
409,xining,36.6167,101.7667,12.46,87,23,1.94,CN,1690477212
410,gaigeturi,33.4644,126.3183,27.03,83,0,1.03,KR,1690477345
411,marco island,25.9363,-81.7157,32.8,62,97,3.12,US,1690477345
412,argo,37.6333,22.7333,30.44,50,0,3.45,GR,1690477345
413,mongoumba,3.6415,18.5936,26.51,74,90,0.34,CF,1690477345
414,naracoorte,-36.9579,140.7383,11.75,94,69,5.55,AU,1690477346
415,meiktila,20.8667,95.8667,27.15,75,94,6.62,MM,1690477346
416,katabu,-4.9333,122.5167,22.85,93,27,2.26,ID,1690477346
417,kuragino,53.8975,92.6725,18.52,65,99,1.74,RU,1690477347
418,pilsrundale,56.4167,24.0,18.52,57,98,3.45,LV,1690477347
419,rambha,19.5167,85.1,28.18,90,46,7.21,IN,1690477347
420,isla mujeres,21.2311,-86.731,32.03,66,34,4.7,MX,1690477273
421,macae,-22.3708,-41.7869,31.86,59,0,4.63,BR,1690477348
422,mount pearl,47.5166,-52.7813,27.96,63,75,8.23,CA,1690477348
423,llorente,11.4119,125.5458,26.89,81,100,3.26,PH,1690477348
424,tolanaro,-25.0319,46.9987,19.04,68,40,4.12,MG,1690477348
425,ghat,24.9647,10.1728,40.1,7,6,8.48,LY,1690477349
426,show low,34.2542,-110.0298,29.49,24,0,2.06,US,1690477150
427,sept-iles,50.2001,-66.3821,25.59,48,20,6.17,CA,1690477142
428,saint-pierre,-21.3393,55.4781,19.82,73,100,2.06,RE,1690477350
429,opuwo,-18.0607,13.84,23.4,19,11,2.85,NA,1690477350
430,al burayqah,30.4062,19.5739,27.96,80,0,7.85,LY,1690477350
431,slobozia,46.7281,29.7078,20.68,50,100,9.23,MD,1690477350
432,grand island,40.925,-98.342,34.97,34,0,5.66,US,1690477351
433,bikenibeu village,1.3673,173.1241,25.98,83,75,0.51,KI,1690477351
434,marsh harbour,26.5412,-77.0636,29.47,72,98,6.16,BS,1690477351
435,youkounkoun,12.5333,-13.1333,32.62,63,58,1.03,GN,1690477351
436,moose jaw,50.4001,-105.5344,20.15,52,20,7.2,CA,1690477204
437,golere,16.2557,-14.1017,38.49,28,44,4.77,SN,1690477352
438,selfoss,63.9331,-20.9971,13.54,63,92,4.61,IS,1690477352
439,zaysan,47.4667,84.8667,23.64,39,46,3.56,KZ,1690477353
440,ovruch,51.3246,28.8035,13.88,91,100,5.89,UA,1690477353
441,ubinskoye,55.3068,79.6802,16.46,91,81,1.58,RU,1690477354
442,cihanbeyli,38.6607,32.9244,31.63,17,58,7.03,TR,1690477354
443,swift current,50.2834,-107.8014,17.45,59,0,5.66,CA,1690477354
444,igrim,63.1906,64.4162,19.24,72,76,1.27,RU,1690477355
445,el alcazar,-26.7146,-54.8152,21.54,66,33,0.7,AR,1690477355
446,novaya mayna,54.15,49.75,26.35,52,39,2.64,RU,1690477355
447,chichiriviche,10.9333,-68.2772,30.05,64,97,4.37,VE,1690477356
448,ouadda,8.0777,22.4007,23.33,87,97,0.56,CF,1690476774
449,qamdo,31.1667,97.2333,9.05,59,100,1.96,CN,1690477356
450,buzuluk,52.7807,52.2635,23.76,68,36,0.99,RU,1690477357
451,kodinsk,58.6881,99.1844,17.07,81,58,1.23,RU,1690477357
452,tomatlan,19.9333,-105.25,31.89,58,99,0.58,MX,1690477357
453,afif,23.9065,42.9172,34.97,10,18,4.33,SA,1690477357
454,basoda,23.85,77.9333,30.1,70,100,2.06,IN,1690477358
455,kurumkan,54.3,110.3,16.79,91,100,0.48,RU,1690477358
456,newport,51.5877,-2.9984,23.38,84,47,6.62,GB,1690477358
457,nagqu,31.5,92.0,2.56,84,100,1.95,CN,1690477358
458,nova xavantina,-14.6667,-52.35,35.57,16,45,2.87,BR,1690477287
459,salina cruz,16.1667,-95.2,33.34,48,96,8.43,MX,1690477359
460,urengoy,65.9667,78.3667,17.94,89,100,1.68,RU,1690477359
461,macapa,0.0389,-51.0664,30.99,74,40,3.6,BR,1690477099
462,faxinal,-24.0003,-51.3194,25.81,41,79,2.12,BR,1690477359
463,albert lea,43.648,-93.3683,32.62,58,0,6.69,US,1690477093
464,songea,-10.6833,35.65,19.64,56,40,1.54,TZ,1690477360
465,kimbe,-5.5502,150.1429,24.45,94,100,2.26,PG,1690477360
466,remire-montjoly,4.9167,-52.2667,28.02,83,75,2.57,GF,1690477360
467,vetluzhskiy,58.3902,45.4654,19.82,80,49,1.9,RU,1690477337
468,matai,-8.3,31.5167,20.69,44,68,2.14,TZ,1690477360
469,kone,-21.0595,164.8658,18.39,59,84,1.88,NC,1690477361
470,karachi,24.9056,67.0822,29.9,74,75,6.17,PK,1690477141
471,tidjikja,18.5564,-11.4271,43.17,7,94,6.27,MR,1690477361
472,hulyaypole,47.6653,36.2578,27.86,47,58,3.39,UA,1690477361
473,trapani,37.8333,12.6667,26.61,47,0,4.72,IT,1690477361
474,port alfred,-33.5906,26.891,13.43,90,4,2.54,ZA,1690477335
475,ghazni,33.5536,68.4269,25.46,37,33,1.85,AF,1690477362
476,mariehamn,60.0973,19.9348,17.12,67,0,6.69,AX,1690477299
477,calama,-22.4667,-68.9333,20.27,9,0,2.06,CL,1690477362
478,concepcion del oro,24.6333,-101.4167,22.46,32,4,1.85,MX,1690477362
479,norman gardens,-23.3224,150.5393,14.29,77,66,3.09,AU,1690477362
480,thunder bay,48.4001,-89.3168,25.99,65,20,5.14,CA,1690477204
481,colac,-38.3333,143.5833,10.09,95,100,5.09,AU,1690477333
482,hagere maryam,5.6333,38.2333,17.06,73,91,0.89,ET,1690477363
483,yilan,24.757,121.753,28.92,99,100,12.06,TW,1690477311
484,murzuq,25.9155,13.9184,39.89,7,3,2.75,LY,1690477364
485,chonchi,-42.6128,-73.8092,9.56,93,98,1.87,CL,1690477364
486,mandla,22.6,80.3833,27.61,82,99,0.7,IN,1690477192
487,horta,38.5333,-28.6333,23.8,95,40,7.2,PT,1690477364
488,piti village,13.4626,144.6933,28.27,85,100,5.98,GU,1690477364
489,willemstad,12.1084,-68.9335,31.95,66,20,7.72,CW,1690476832
490,tabou,4.423,-7.3528,25.82,86,75,4.65,CI,1690477365
491,victoria de durango,24.0333,-104.6667,25.04,49,5,0.89,MX,1690477365
492,nogliki,51.8333,143.1667,12.95,99,75,2.41,RU,1690477271
493,mirabad,30.4362,61.8383,38.84,13,0,9.29,AF,1690477366
494,taman',45.2117,36.7161,25.05,82,26,4.32,RU,1690477366
495,bizerte,37.2744,9.8739,26.45,54,0,4.06,TN,1690477366
496,mana,5.6592,-53.7767,30.35,65,14,4.44,GF,1690477362
497,mao,39.8885,4.2658,28.31,54,0,4.63,ES,1690477280
498,mangai,-4.05,19.5333,30.03,25,4,1.51,CD,1690477367
499,warman,52.3168,-106.5679,14.95,87,75,2.06,CA,1690477367
500,miyako,39.6367,141.9525,22.92,84,0,2.09,JP,1690477367
501,notodden,59.5594,9.2585,20.98,63,75,1.54,NO,1690477254
502,arno,60.1167,18.6333,17.1,62,27,5.16,SE,1690477368
503,bredy,52.4153,60.3411,23.46,54,92,2.0,RU,1690477368
504,markala,13.7021,-6.0659,37.23,32,98,1.32,ML,1690477368
505,luderitz,-26.6481,15.1594,13.81,75,0,3.31,NA,1690477368
506,tofol,5.3248,163.0078,27.1,78,90,2.67,FM,1690477318
507,envira,-7.3,-70.2167,35.49,29,12,1.65,BR,1690477369
508,truckee,39.328,-120.1833,27.06,33,0,6.69,US,1690477209
509,huron,41.1501,-82.5499,29.69,76,27,3.51,US,1690477369
510,brokopondo,4.75,-55.1667,30.33,61,42,0.83,SR,1690477370
511,sake,-1.5736,29.045,20.01,56,85,0.19,CD,1690477370
512,loukhi,66.0764,33.0381,18.53,68,45,0.13,RU,1690477370
513,calipatria,33.1256,-115.5142,37.25,45,0,2.06,US,1690477370
514,colonia,50.9333,6.95,20.32,83,100,5.14,DE,1690477350
515,campbellton,48.0075,-66.6727,24.25,91,100,3.19,CA,1690477371
516,at taj,24.2049,23.2857,35.62,8,95,4.19,LY,1690477371
517,lauro de freitas,-12.8944,-38.3272,27.01,78,40,4.63,BR,1690477146
518,tevriz,57.509,72.4042,15.32,91,81,1.35,RU,1690477371
519,crieff,56.3727,-3.8389,17.44,93,100,0.57,GB,1690477372
520,araxa,-19.5933,-46.9406,27.34,25,0,1.85,BR,1690477372
521,chernyshevsk,52.5243,117.0174,14.46,90,63,0.79,RU,1690477372
522,maquoketa,42.0689,-90.6657,32.97,35,2,4.0,US,1690477372
523,kingston,17.997,-76.7936,32.91,66,20,10.29,JM,1690477119
524,sierra grande,-41.606,-65.3557,5.38,70,100,7.54,AR,1690477373
525,nuku'alofa,-21.1333,-175.2,19.19,72,40,2.06,TO,1690477373
526,kalevala,65.2,31.1667,19.54,64,81,0.95,RU,1690477373
527,nova vicosa,-17.8919,-39.3719,24.27,70,77,3.83,BR,1690477373
528,magadan,59.5667,150.8,11.41,83,29,2.7,RU,1690477373
529,sola,-13.8833,167.55,24.3,79,100,13.07,VU,1690477374
530,port blair,11.6667,92.75,28.02,83,40,4.63,IN,1690477374
531,robbah,33.2797,6.9098,40.8,13,0,2.67,DZ,1690477374
532,port hedland,-20.3167,118.5667,17.03,67,16,2.57,AU,1690477374
533,konarka,19.9,86.1167,28.22,86,72,8.25,IN,1690477375
534,guanhaes,-18.775,-42.9325,23.47,56,73,2.71,BR,1690477375
535,camiri,-20.05,-63.5167,19.88,45,75,1.54,BO,1690477375
536,port saint john's,-31.6229,29.5448,17.47,84,34,1.44,ZA,1690477379
537,kalifornsky,60.4183,-151.29,14.11,94,100,2.06,US,1690477380
538,nguigmi,14.2495,13.1092,31.78,50,82,3.02,NE,1690477313
539,vila velha,-20.3297,-40.2925,26.97,72,40,5.66,BR,1690477254
540,gereida,11.2811,25.1414,29.93,49,56,2.73,SD,1690477380
541,yugorsk,61.3133,63.3319,19.81,55,99,3.97,RU,1690477381
542,thief river falls,48.1191,-96.1812,25.53,69,0,3.09,US,1690477381
543,ola,59.5833,151.2833,11.75,90,48,1.14,RU,1690477381
544,ribeira brava,32.65,-17.0667,26.67,68,63,0.98,PT,1690477382
545,flekkefjord,58.2971,6.6607,16.08,74,55,4.27,NO,1690477382
546,playa del ingles,27.7567,-15.5787,26.86,62,3,2.24,ES,1690477383
547,janakkala,60.9,24.6,21.0,52,95,2.38,FI,1690477383
548,newman,37.3138,-121.0208,30.19,10,0,1.06,US,1690477383
549,wakema,16.6,95.1833,27.17,88,76,3.63,MM,1690477384
550,arraial do cabo,-22.9661,-42.0278,27.98,57,0,5.14,BR,1690477360
551,calvinia,-31.4707,19.776,12.79,41,0,2.95,ZA,1690477384
552,port augusta,-32.5,137.7667,12.8,90,27,3.5,AU,1690477385
553,yeppoon,-23.1333,150.7333,14.88,80,65,4.59,AU,1690477385
554,sinop,41.7711,34.8709,21.88,68,55,3.17,TR,1690477385
555,celestun,20.8667,-90.4,30.29,66,96,4.94,MX,1690477385
556,woolgoolga,-30.1106,153.2007,12.93,85,1,3.8,AU,1690477386
557,aldama,22.9167,-98.0667,31.39,48,6,3.56,MX,1690477386
558,boende,-0.2167,20.8667,25.16,75,87,2.32,CD,1690477386
559,tocopilla,-22.092,-70.1979,19.32,72,5,2.45,CL,1690477315
560,san cristobal,7.7669,-72.225,26.1,75,100,2.67,VE,1690477162
561,borogontsy,62.6683,131.1683,12.6,71,2,1.0,RU,1690477387
562,kamakhyanagar,20.9333,85.55,26.83,92,42,2.69,IN,1690477388
563,phan rang-thap cham,11.5667,108.9833,26.91,78,100,3.73,VN,1690477388
564,dhuusamarreeb,5.535,46.3861,28.74,41,89,10.18,SO,1690477388
565,kruisfontein,-34.0033,24.7314,13.27,89,0,2.36,ZA,1690477388
566,yamada,39.4667,141.95,23.13,83,0,2.1,JP,1690477389
567,laborde,-33.1532,-62.8566,18.23,30,42,4.72,AR,1690477389
568,santa sylvina,-27.8326,-61.1375,14.71,57,98,2.82,AR,1690477389
